url,id,region,province,locality,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
https://www.immoweb.be/en/classified/apartment-block/for-sale/flemalle/4400/11150855,11150855.0,2.0,Liège,FLÉMALLE,4400,HOUSE,APARTMENT_BLOCK,205000.0,2.0,136.0,SEMI_EQUIPPED,,-1.0,1.0,30.0,,,140,3,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/11150854,11150854.0,2.0,Liège,FLÉMALLE,4400,HOUSE,HOUSE,205000.0,2.0,136.0,SEMI_EQUIPPED,,-1.0,1.0,30.0,,,140,3,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/11151490,11151490.0,3.0,Antwerp,Mechelen,2800,HOUSE,HOUSE,485000.0,3.0,163.0,INSTALLED,,-1.0,,,1.0,190.0,1049,4,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/bonheiden/2820/11152296,11152296.0,3.0,Antwerp,Bonheiden,2820,HOUSE,HOUSE,485000.0,3.0,183.0,INSTALLED,,-1.0,1.0,12.0,1.0,,1295,4,,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/11147427,11147427.0,2.0,Walloon Brabant,Tubize,1480,APARTMENT,APARTMENT,175000.0,1.0,61.0,HYPER_EQUIPPED,,,1.0,7.0,,,,4,,AS_NEW
https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/11147494,11147494.0,2.0,Walloon Brabant,Tubize,1480,APARTMENT,APARTMENT,233000.0,2.0,86.0,HYPER_EQUIPPED,,,1.0,7.0,,,,4,,AS_NEW
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11146296,11146296.0,3.0,East Flanders,Gent,9000,APARTMENT,APARTMENT,419000.0,3.0,140.0,HYPER_EQUIPPED,,,1.0,14.0,,,,2,0.0,AS_NEW
https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/11146298,11146298.0,3.0,East Flanders,Gent,9000,APARTMENT,PENTHOUSE,425000.0,2.0,118.0,HYPER_EQUIPPED,0.0,,1.0,11.0,,,,,0.0,AS_NEW
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11143870,11143870.0,1.0,Brussels,Ixelles,1050,APARTMENT,APARTMENT,595000.0,2.0,150.0,HYPER_EQUIPPED,0.0,,,,,,UNKNOWN,,0.0,AS_NEW
https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/11157874,11157874.0,2.0,Walloon Brabant,Waterloo,1410,HOUSE,VILLA,1490000.0,5.0,450.0,HYPER_EQUIPPED,0.0,,1.0,,1.0,,954,4,1.0,GOOD
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/11128858,11128858.0,2.0,Liège,Liège,4020,HOUSE,HOUSE,139000.0,2.0,97.0,SEMI_EQUIPPED,,-1.0,1.0,22.0,,,81,2,0.0,TO_BE_DONE_UP
